,traveller_username,date,covid,star,rating,aspect_sentiment,count_topic_4,topic_4,count_topic_1,topic_1,count_topic_0,topic_0,count_topic_2,topic_2,count_topic_3,topic_3
5178,Henny H,2017-08-01,PreCovid,5,5.0,"[[room, pleasant, 2], [friendli, super, 3], [food, varieti, 3], [night, second, 0]]",,,,,1.0,0.0,1.0,0.7333333333333333,2.0,0.16666666666666666
5179,Maggie M,2017-08-01,PreCovid,5,5.0,"[[friendli, previous, 3], [staff, wide, 0], [floor, lighthous, 2], [floor, italian, 2], [food, experi, 3]]",,,,,1.0,-0.1,2.0,0.0,2.0,-0.08333333333333333
5180,MrJordan73,2017-07-01,PreCovid,5,5.0,"[[room, servic, 2]]",,,,,,,1.0,0.0,,
5181,COS,2017-08-01,PreCovid,5,1.0,"[[day, last, 4]]",1.0,0.0,,,,,,,,
5182,FrancisDerby,2017-08-01,PreCovid,5,5.0,"[[time, next, 4]]",1.0,0.0,,,,,,,,
5183,raerae1988,2017-08-01,PreCovid,5,5.0,"[[staff, nice, 0]]",,,,,1.0,0.6,,,,
5184,Clark F,2017-08-01,PreCovid,5,4.0,[],,,,,,,,,,
5185,drbwsb1022,2017-05-01,PreCovid,5,5.0,[],,,,,,,,,,
5186,Yulie_3789,2017-08-01,PreCovid,5,5.0,"[[time, first, 4], [room, front, 2]]",1.0,0.25,,,,,1.0,0.0,,
5187,Philip D,2017-07-01,PreCovid,5,5.0,"[[visit, next, 0]]",,,,,1.0,0.0,,,,
5188,ahmedf,2017-07-01,PreCovid,5,4.0,"[[room, fast, 2], [room, straight, 2], [room, insid, 2], [bathroom, clean, 2], [bathroom, neat, 2], [breakfast, big, 1]]",,,1.0,0.0,,,5.0,0.15333333333333335,,
5189,PaulH575,2017-07-01,PreCovid,5,5.0,"[[day, last, 4], [view, unfortun, 0]]",1.0,0.0,,,1.0,0.0,,,,
5190,2016helenjoy,2017-08-01,PreCovid,5,5.0,"[[view, magic, 0], [time, safe, 4]]",1.0,0.5,,,1.0,0.5,,,,
5191,suissunaifu,2017-07-01,PreCovid,5,5.0,"[[room, great, 2]]",,,,,,,1.0,0.8,,
5192,Dario William P,2016-10-01,PreCovid,5,5.0,"[[food, good, 3], [time, first, 4]]",1.0,0.25,,,,,,,1.0,0.7
5193,Heath5467,2017-07-01,PreCovid,5,5.0,"[[book, singapor, 4]]",1.0,0.0,,,,,,,,
5194,Haz36,2017-07-01,PreCovid,5,5.0,"[[time, twice, 4], [room, new, 2], [help, singapor, 3], [staff, earlier, 0], [staff, brilliant, 0]]",1.0,0.0,,,2.0,0.45,1.0,0.13636363636363635,1.0,0.0
5195,JustinG788,2017-06-01,PreCovid,5,5.0,"[[pool, better, 2], [pool, great, 2], [pool, servic, 2]]",,,,,,,3.0,0.43333333333333335,,
5196,Allan W,2017-07-01,PreCovid,5,3.0,"[[friendli, prior, 3], [room, honest, 2], [room, cramp, 2], [room, environ, 2], [room, small, 2], [room, due, 2], [bed, flush, 2], [desk, front, 4]]",1.0,0.0,,,,,6.0,0.0375,1.0,0.0
5197,jimmgraham,2017-07-01,PreCovid,5,5.0,"[[room, nice, 2]]",,,,,,,1.0,0.6,,
5198,Jessica,2016-08-01,PreCovid,5,5.0,"[[room, high, 2], [room, warm, 2], [room, light, 2], [room, live, 2], [staff, good, 0]]",,,,,1.0,0.7,4.0,0.3240909090909091,,
5199,Kiran J,2017-07-01,PreCovid,5,5.0,"[[stay, first, 0]]",,,,,1.0,0.25,,,,
5200,Oliver J,2017-06-01,PreCovid,5,5.0,"[[room, main, 2]]",,,,,,,1.0,0.16666666666666666,,
5201,Purist10,2017-07-01,PreCovid,5,4.0,"[[hotel, good, 1], [view, top, 0], [view, good, 0]]",,,1.0,0.7,2.0,0.6,,,,
5202,Roger P,2017-07-01,PreCovid,5,5.0,"[[time, everi, 4], [visit, 'alway outstand', 0], [hotel, central, 1]]",1.0,0.0,1.0,0.0,1.0,0.0,,,,
5203,brnrd_h,2017-07-01,PreCovid,5,5.0,"[[food, servic, 3], [food, good, 3], [room, importantli, 2], [room, great, 2], [staff, great, 0], [staff, servic, 0]]",,,,,2.0,0.4,2.0,0.4,2.0,0.35
5204,Mansi Reddy,2017-07-01,PreCovid,5,5.0,"[[view, great, 0]]",,,,,1.0,0.8,,,,
5205,David M,2017-07-01,PreCovid,5,5.0,"[[night, heavenli, 0], [room, great, 2], [call, free, 4]]",1.0,0.4,,,1.0,0.0,1.0,0.8,,
5206,sheepding,2017-06-01,PreCovid,5,5.0,"[[floor, low, 2]]",,,,,,,1.0,0.0,,
5207,ekimbry,2017-04-01,PreCovid,5,5.0,"[[time, long, 4]]",1.0,-0.05,,,,,,,,
5208,Kath P,2017-07-01,PreCovid,5,4.0,"[[room, modern, 2], [price, worth, 2]]",,,,,,,2.0,0.25,,
5209,Samgalb,2017-07-01,PreCovid,5,5.0,[],,,,,,,,,,
5210,Victoria H,2016-09-01,PreCovid,5,5.0,"[[room, luxuri, 2]]",,,,,,,1.0,0.0,,
5211,Sanat_Satyan,2017-07-01,PreCovid,5,5.0,"[[room, servic, 2]]",,,,,,,1.0,0.0,,
5212,Sue H,2017-07-01,PreCovid,5,4.0,[],,,,,,,,,,
5213,Noel N,2016-09-01,PreCovid,5,5.0,"[[stay, great, 0]]",,,,,1.0,0.8,,,,
5214,777pj777,2016-08-01,PreCovid,5,5.0,[],,,,,,,,,,
5215,nine19teen,2017-07-01,PreCovid,5,5.0,"[[day, eventhough, 4], [time, next, 4]]",2.0,0.0,,,,,,,,
5216,CarolT_SG,2017-07-01,PreCovid,5,5.0,"[[birthday, anniversari, 3], [view, great, 0], [view, full, 0], [book, frequent, 4]]",1.0,0.1,,,2.0,0.575,,,1.0,0.0
5217,Justin T,2017-07-01,PreCovid,5,5.0,"[[room, arrang, 2], [day, actual, 4], [hotel, better, 1], [hotel, 'even better', 1]]",1.0,0.0,2.0,0.5,,,1.0,0.0,,
5218,MaKelly71,2017-07-01,PreCovid,5,5.0,"[[stay, last, 0], [stay, singapor, 0]]",,,,,2.0,0.0,,,,
5219,JCGagni,2017-07-01,PreCovid,5,5.0,"[[room, standard, 2], [view, bigger, 0], [view, 'much bigger', 0], [day, choic, 4], [food, equal, 3], [food, good, 3]]",1.0,0.0,,,2.0,0.0,1.0,0.0,2.0,0.35
5220,EricFeddal,2017-07-01,PreCovid,5,4.0,"[[time, coffe, 4], [stay, nice, 0]]",1.0,0.0,,,1.0,0.6,,,,
5221,JasmineChee,2016-11-01,PreCovid,5,5.0,[],,,,,,,,,,
5222,widjaja2016,2017-06-01,PreCovid,5,4.0,"[[room, interior, 2], [time, first, 4]]",1.0,0.25,,,,,1.0,0.0,,
5223,Wainnnnn,2017-02-01,PreCovid,5,4.0,"[[room, nice, 2], [room, romant, 2], [view, better, 0], [view, 'good better', 0], [walk, hard, 1]]",,,1.0,-0.2916666666666667,2.0,0.55,2.0,0.3,,
5224,satian2017,2017-05-01,PreCovid,5,4.0,"[[hotel, fine, 1]]",,,1.0,0.4166666666666667,,,,,,
5225,Art SC,2017-06-01,PreCovid,5,5.0,"[[room, esplanad, 2], [room, smooth, 2], [room, quick, 2]]",,,,,,,3.0,0.24444444444444446,,
5226,fongchoostampfli,2017-06-01,PreCovid,5,3.0,"[[room, entri, 2], [room, right, 2], [help, narrow, 3]]",,,,,,,2.0,0.14285714285714285,1.0,-0.2
5227,LidaM2CBolloju,2017-06-01,PreCovid,5,5.0,[],,,,,,,,,,
5228,Ann,2017-06-01,PreCovid,5,4.0,[],,,,,,,,,,
5229,Wildfowler3,2017-06-01,PreCovid,5,1.0,"[[hotel, good, 1], [book, sharp, 4], [book, practic, 4], [price, higher, 2]]",2.0,-0.0625,1.0,0.7,,,1.0,0.25,,
5230,CitigirlLondon,2017-06-01,PreCovid,5,5.0,"[[bathroom, toiletri, 2], [bathroom, 'less toiletri', 2], [room, luxuri, 2]]",,,,,,,3.0,-0.05555555555555555,,
5231,Yau Baby,2017-06-01,PreCovid,5,5.0,"[[peopl, tight, 2]]",,,,,,,1.0,-0.17857142857142858,,
5232,TouchstoneNZ,2017-05-01,PreCovid,5,5.0,"[[time, entir, 4]]",1.0,0.0,,,,,,,,
5233,EMandJM,2017-06-01,PreCovid,5,5.0,"[[breakfast, close, 1], [price, good, 2]]",,,1.0,0.0,,,1.0,0.7,,
5234,aaronw430,2016-07-01,PreCovid,5,5.0,"[[room, great, 2], [room, servic, 2]]",,,,,,,2.0,0.4,,
5235,Yv J,2017-06-01,PreCovid,5,5.0,[],,,,,,,,,,
5236,jollyg3,2017-03-01,PreCovid,5,4.0,"[[book, nice, 4]]",1.0,0.6,,,,,,,,
5237,Tlee313,2017-06-01,PreCovid,5,5.0,"[[hotel, great, 1], [club, strait, 0], [room, refurbish, 2]]",,,1.0,0.8,1.0,0.0,1.0,0.0,,
5238,thesmequation,2017-06-01,PreCovid,5,5.0,[],,,,,,,,,,
5239,Steffi G,2017-04-01,PreCovid,5,5.0,[],,,,,,,,,,
5240,PascalPL,2017-05-01,PreCovid,5,5.0,"[[pool, special, 2]]",,,,,,,1.0,0.35714285714285715,,
5241,Ausventure,2017-05-01,PreCovid,5,4.0,"[[staff, great, 0], [pool, singapor, 2], [food, servic, 3], [stay, great, 0]]",,,,,2.0,0.8,1.0,0.0,1.0,0.0
5242,ben20883,2017-06-01,PreCovid,5,5.0,[],,,,,,,,,,
5243,joannegoh,2017-05-01,PreCovid,5,3.0,"[[breakfast, old, 1], [food, singapor, 3]]",,,1.0,0.1,,,,,1.0,0.0
5244,Jaslyn119,2017-06-01,PreCovid,5,1.0,"[[stay, bad, 0]]",,,,,1.0,-0.6999999999999998,,,,
5245,Lou313,2017-06-01,PreCovid,5,5.0,"[[staff, select, 0], [staff, top, 0], [staff, qualiti, 0], [staff, total, 0], [staff, choic, 0]]",,,,,5.0,0.1,,,,
5246,Andrew H,2017-06-01,PreCovid,5,5.0,"[[room, great, 2], [food, servic, 3]]",,,,,,,1.0,0.8,1.0,0.0
5247,greatdays,2017-05-01,PreCovid,5,4.0,"[[room, singapor, 2], [check, earli, 4], [room, clean, 2]]",1.0,0.0,,,,,2.0,0.18333333333333335,,
5248,Ganesh Nadarajah,2016-11-01,PreCovid,5,5.0,"[[view, nice, 0]]",,,,,1.0,0.6,,,,
5249,girlinthedesert,2017-06-01,PreCovid,5,2.0,"[[locat, great, 1], [room, consid, 2], [night, 'misfortun endur', 0], [night, familiar, 0]]",,,1.0,0.8,2.0,0.1875,1.0,0.0,,
5250,Mau-travel,2017-06-01,PreCovid,5,3.0,[],,,,,,,,,,
5251,Dana P,2017-03-01,PreCovid,5,5.0,"[[hotel, best, 1], [bed, huge, 2], [bed, big, 2], [room, present, 2], [breakfast, big, 1], [bay, close, 0], [restaur, lighthous, 1], [food, good, 3]]",,,3.0,0.3333333333333333,1.0,0.0,3.0,0.13333333333333336,1.0,0.7
5252,Debbie F,2017-05-01,PreCovid,5,5.0,"[[day, first, 4]]",1.0,0.25,,,,,,,,
5253,Pa E,2017-01-01,PreCovid,5,5.0,"[[restaur, old, 1]]",,,1.0,0.1,,,,,,
5254,WWIlly,2017-06-01,PreCovid,5,4.0,"[[stay, short, 0], [time, first, 4], [room, overlook, 2], [food, qualiti, 3]]",1.0,0.25,,,1.0,0.0,1.0,0.0,1.0,0.0
5255,cgw99,2017-06-01,PreCovid,5,4.0,"[[staff, fresh, 0]]",,,,,1.0,0.3,,,,
5256,dawcom,2017-06-01,PreCovid,5,5.0,[],,,,,,,,,,
5257,customers-view,2017-06-01,PreCovid,5,5.0,[],,,,,,,,,,
5258,Mona C,2017-05-01,PreCovid,5,5.0,"[[view, spectacullar, 0]]",,,,,1.0,0.0,,,,
5259,pikuan2016,2017-05-01,PreCovid,5,4.0,"[[view, great, 0], [restaur, choic, 1]]",,,1.0,0.0,1.0,0.8,,,,
5260,paul c,2017-05-01,PreCovid,5,5.0,"[[view, great, 0]]",,,,,1.0,0.8,,,,
5261,Sascha K,2017-05-01,PreCovid,5,5.0,"[[hotel, top, 1], [bathroom, standard, 2], [experi, nice, 3]]",,,1.0,0.5,,,1.0,0.0,1.0,0.6
5262,Lois r,2017-04-01,PreCovid,5,5.0,"[[room, twin, 2], [room, biggest, 2], [stay, 'least wonder', 0]]",,,,,1.0,-0.3,2.0,0.0,,
5263,Lino C,2017-05-01,PreCovid,5,5.0,[],,,,,,,,,,
5264,thefatkidinsideyou,2017-05-01,PreCovid,5,5.0,"[[hotel, 'still rome', 1]]",,,1.0,0.0,,,,,,
5265,Mark W,2017-05-01,PreCovid,5,5.0,"[[pool, great, 2], [room, 'even kind', 2]]",,,,,,,2.0,0.7,,
5266,cat837,2017-05-01,PreCovid,5,5.0,"[[room, great, 2], [restaur, italian, 1]]",,,1.0,0.0,,,1.0,0.8,,
5267,49karenl,2017-04-01,PreCovid,5,5.0,"[[time, last, 4], [staff, standard, 0], [room, strait, 2]]",1.0,0.0,,,1.0,0.0,1.0,0.0,,
5268,nhyvalerie,2017-05-01,PreCovid,5,5.0,"[[day, 'though view', 4]]",1.0,0.0,,,,,,,,
5269,Iain M,2017-05-01,PreCovid,5,5.0,"[[view, best, 0]]",,,,,1.0,1.0,,,,
5270,Twoarsandana,2017-05-01,PreCovid,5,5.0,"[[time, singapor, 4], [staff, high, 0], [staff, servic, 0], [staff, warm, 0], [staff, 'yet warm', 0], [breakfast, pro, 1], [view, lighthous, 0], [view, top, 0], [view, nice, 0], [room, long, 2]]",1.0,0.0,1.0,0.0,7.0,0.3514285714285714,1.0,-0.05,,
5271,David_G_B69,2017-05-01,PreCovid,5,5.0,[],,,,,,,,,,
5272,bandcAdelaide,2017-05-01,PreCovid,5,5.0,[],,,,,,,,,,
5273,Laurens_gudde,2017-05-01,PreCovid,5,4.0,[],,,,,,,,,,
5274,OZ_DHB,2017-05-01,PreCovid,5,5.0,[],,,,,,,,,,
5275,Karen O,2017-05-01,PreCovid,5,4.0,"[[visit, old, 0], [club, decent, 0], [room, strait, 2], [view, small, 0]]",,,,,3.0,0.005555555555555554,1.0,0.0,,
5276,addie,2017-05-01,PreCovid,5,4.0,"[[stay, great, 0], [desk, 'well work', 4], [desk, great, 4], [desk, stationeri, 4], [room, main, 2], [room, light, 2], [night, light, 0], [bed, light, 2], [bed, right, 2]]",3.0,0.26666666666666666,,,2.0,0.6000000000000001,4.0,0.3130952380952381,,
5277,BristolMelly73,2017-05-01,PreCovid,5,5.0,"[[room, clean, 2], [room, appoint, 2], [room, 'well appoint', 2], [food, full, 3]]",,,,,,,3.0,0.12222222222222223,1.0,0.35
5278,S822NHtraveller,2017-04-01,PreCovid,5,5.0,"[[time, first, 4]]",1.0,0.25,,,,,,,,
5279,John H,2017-03-01,PreCovid,5,5.0,"[[stay, short, 0], [night, short, 0], [stay, recent, 0]]",,,,,3.0,0.0,,,,
5280,PrincessCathie,2017-04-01,PreCovid,5,4.0,[],,,,,,,,,,
5281,Garnell34,2017-04-01,PreCovid,5,5.0,"[[time, singapor, 4], [book, alway, 4], [realli, singapor, 2]]",2.0,0.0,,,,,1.0,0.0,,
5282,RandyRively,2017-04-01,PreCovid,5,5.0,[],,,,,,,,,,
5283,Brian C,2016-12-01,PreCovid,5,5.0,"[[food, good, 3], [excel, light, 1]]",,,1.0,0.4,,,,,1.0,0.7
5284,LC2019,2017-04-01,PreCovid,5,3.0,"[[room, old, 2], [check, nice, 4], [price, cold, 2]]",1.0,0.6,,,,,2.0,-0.25,,
5285,Wayne H,2017-04-01,PreCovid,5,5.0,"[[servic, singapor, 3], [hotel, fine, 1], [hotel, insid, 1], [room, tri, 2]]",,,2.0,0.20833333333333334,,,1.0,0.0,1.0,0.0
5286,Scott G,2016-12-01,PreCovid,5,5.0,[],,,,,,,,,,
5287,thaikwai,2017-01-01,PreCovid,5,5.0,[],,,,,,,,,,
5288,Mark Holmes,2017-05-01,PreCovid,5,5.0,"[[visit, unfortun, 0], [hotel, great, 1]]",,,1.0,0.8,1.0,0.0,,,,
5289,Caroline P,2017-03-01,PreCovid,5,5.0,"[[visit, worth, 0]]",,,,,1.0,0.3,,,,
5290,Tuktuk_13,2017-05-01,PreCovid,5,5.0,"[[time, best, 4], [room, 'arriv shown', 2], [floor, higher, 2]]",1.0,1.0,,,,,2.0,0.125,,
5291,Andrew M,2017-05-01,PreCovid,5,4.0,[],,,,,,,,,,
5292,Barbara M,2017-01-01,PreCovid,5,5.0,[],,,,,,,,,,
5293,Joyce Y,2017-05-01,PreCovid,5,5.0,"[[food, servic, 3]]",,,,,,,,,1.0,0.0
5294,Daniel W,2017-05-01,PreCovid,5,5.0,[],,,,,,,,,,
5295,Urs K,2017-04-01,PreCovid,5,3.0,[],,,,,,,,,,
5296,Shirley F,2017-04-01,PreCovid,5,5.0,"[[view, great, 0]]",,,,,1.0,0.8,,,,
5297,Michel P,2017-04-01,PreCovid,5,5.0,"[[room, countri, 2], [room, great, 2]]",,,,,,,2.0,0.4,,
5298,Melissa F,2017-04-01,PreCovid,5,5.0,"[[staff, good, 0]]",,,,,1.0,0.7,,,,
5299,Ian W,2017-04-01,PreCovid,5,5.0,"[[room, smooth, 2], [breakfast, servic, 1], [time, morn, 4], [time, great, 4], [hotel, hot, 1], [hotel, 'still hot', 1], [time, spend, 4]]",3.0,0.26666666666666666,3.0,0.16666666666666666,,,1.0,0.4,,
5300,Rex S,2017-04-01,PreCovid,5,5.0,"[[hotel, grand, 1], [room, quiet, 2], [view, great, 0]]",,,1.0,0.5,1.0,0.8,1.0,0.0,,
5301,Sam H,2017-05-01,PreCovid,5,5.0,"[[day, known, 4], [night, enough, 0], [staff, perfect, 0], [room, everi, 2], [stay, unbeat, 0]]",1.0,0.0,,,3.0,0.3333333333333333,1.0,0.0,,
5302,Anjo Mines,2017-04-01,PreCovid,5,5.0,"[[hotel, grand, 1], [room, strait, 2], [time, new, 4]]",1.0,0.13636363636363635,1.0,0.5,,,1.0,0.0,,
5303,Emma Q,2017-05-01,PreCovid,5,5.0,"[[pool, upgrad, 2], [pool, swim, 2]]",,,,,,,2.0,0.0,,
5304,ChrisandVeronica,2017-04-01,PreCovid,5,5.0,"[[hotel, best, 1], [room, worth, 2]]",,,1.0,1.0,,,1.0,0.3,,
5305,tobeslo,2016-10-01,PreCovid,5,5.0,[],,,,,,,,,,
5306,Sharport67,2017-04-01,PreCovid,5,5.0,[],,,,,,,,,,
5307,Adrian K,2017-01-01,PreCovid,5,5.0,"[[hotel, top, 1], [pool, qualiti, 2]]",,,1.0,0.5,,,1.0,0.0,,
5308,rohita868,2017-04-01,PreCovid,5,5.0,"[[stay, spectacular, 0], [stay, great, 0], [breakfast, good, 1], [restaur, local, 1], [food, choic, 3]]",,,2.0,0.35,2.0,0.7,,,1.0,0.0
5309,Travellingmom1201,2017-01-01,PreCovid,5,4.0,"[[servic, grand, 3], [room, slow, 2]]",,,,,,,1.0,-0.30000000000000004,1.0,0.5
5310,agong4,2017-04-01,PreCovid,5,5.0,"[[staff, perfect, 0], [staff, 'almost perfect', 0]]",,,,,2.0,1.0,,,,
5311,lkingqh,2017-04-01,PreCovid,5,5.0,"[[room, bigger, 2]]",,,,,,,1.0,0.0,,
5312,Hafedh A,2017-04-01,PreCovid,5,5.0,"[[time, sever, 4], [time, recent, 4], [time, first, 4], [day, whole, 4]]",4.0,0.1125,,,,,,,,
5313,DMJA21,2017-04-01,PreCovid,5,4.0,"[[staff, classic, 0], [staff, classi, 0], [peopl, classic, 2], [peopl, classi, 2]]",,,,,2.0,0.08333333333333333,2.0,0.08333333333333333,,
5314,scalpha,2017-03-01,PreCovid,5,5.0,"[[room, main, 2], [room, great, 2]]",,,,,,,2.0,0.48333333333333334,,
5315,aaakker,2017-04-01,PreCovid,5,1.0,"[[day, special, 4], [room, servic, 2], [room, dismal, 2], [room, first, 2], [time, long, 4], [room, new, 2], [room, third, 2], [room, key, 2], [room, third, 2], [room, new, 2], [time, 'instead wast', 4], [room, 'instead type', 2], [room, luggag, 2], [room, new, 2], [room, live, 2], [time, cold, 4], [time, long, 4], [room, new, 2], [check, late, 4], [time, much, 4], [room, enough, 2], [time, bad, 4]]",8.0,-0.14285714285714282,,,,,14.0,0.06655844155844155,,
5316,Schoultz H,2017-04-01,PreCovid,5,5.0,"[[loung, perfect, 0]]",,,,,1.0,1.0,,,,
5317,Mark A,2017-04-01,PreCovid,5,5.0,"[[time, second, 4], [time, loud, 4], [stay, singapor, 0]]",2.0,0.05,,,1.0,0.0,,,,
5318,TiguanT,2017-04-01,PreCovid,5,5.0,"[[love, serious, 0], [love, sour, 0], [love, big, 0], [room, rich, 2], [room, furnish, 2]]",,,,,3.0,0.16944444444444443,2.0,0.1875,,
5319,Steve B,2017-04-01,PreCovid,5,5.0,"[[club, strait, 0], [room, singapor, 2]]",,,,,1.0,0.0,1.0,0.0,,
5320,Mark_Da_Gi,2017-04-01,PreCovid,5,4.0,"[[time, quit, 4], [stay, recent, 0], [stay, final, 0], [room, nice, 2]]",1.0,0.0,,,2.0,0.0,1.0,0.6,,
5321,US1511,2017-03-01,PreCovid,5,5.0,"[[view, splendid, 0], [restaur, good, 1], [breakfast, huge, 1]]",,,2.0,0.55,1.0,0.8333333333333334,,,,
5322,Ooveen,2017-04-01,PreCovid,5,3.0,[],,,,,,,,,,
5323,LoveToVacateMichigan,2017-04-01,PreCovid,5,5.0,"[[view, entri, 0], [room, full, 2], [room, servic, 2], [room, outdoor, 2]]",,,,,1.0,0.0,3.0,0.11666666666666665,,
5324,A P,2017-03-01,PreCovid,5,4.0,"[[room, offic, 2], [staff, good, 0], [pool, pleasant, 2], [pool, swim, 2]]",,,,,1.0,0.7,3.0,0.24444444444444444,,
5325,Alice N,2017-03-01,PreCovid,5,4.0,"[[visit, next, 0], [visit, last, 0], [visit, next, 0]]",,,,,3.0,0.0,,,,
5326,ma19852017,2016-08-01,PreCovid,5,5.0,[],,,,,,,,,,
5327,Ella S,2016-05-01,PreCovid,5,5.0,"[[hotel, singapor, 1], [view, offic, 0]]",,,1.0,0.0,1.0,0.0,,,,
5328,Erika Ayudhia,2017-02-01,PreCovid,5,5.0,"[[time, small, 4], [day, atmospher, 4], [day, middl, 4], [day, hectic, 4], [time, longer, 4], [time, less, 4]]",6.0,-0.06944444444444443,,,,,,,,
5329,SteveAdamson62,2016-12-01,PreCovid,5,5.0,[],,,,,,,,,,
5330,Peter O,2017-04-01,PreCovid,5,5.0,[],,,,,,,,,,
5331,aricashaw,2017-04-01,PreCovid,5,5.0,"[[time, th, 4]]",1.0,0.0,,,,,,,,
5332,MJA0477,2017-04-01,PreCovid,5,5.0,"[[food, great, 3]]",,,,,,,,,1.0,0.8
5333,Paul S,2017-04-01,PreCovid,5,5.0,"[[room, appoint, 2], [room, 'well appoint', 2], [experi, best, 3]]",,,,,,,2.0,0.0,1.0,1.0
5334,TechnoProf,2017-04-01,PreCovid,5,5.0,"[[time, first, 4]]",1.0,0.25,,,,,,,,
5335,NeverTooOldToRoam,2017-04-01,PreCovid,5,4.0,"[[tea, high, 3]]",,,,,,,,,1.0,0.16
5336,BernarT,2017-03-01,PreCovid,5,4.0,"[[singapor, good, 0]]",,,,,1.0,0.7,,,,
5337,Kiera M,2017-03-01,PreCovid,5,4.0,"[[check, main, 4], [check, old, 4], [room, choic, 2], [floor, second, 2], [room, small, 2], [night, singapor, 0]]",2.0,0.13333333333333333,,,1.0,0.0,3.0,-0.08333333333333333,,
5338,donnyMiltonKeynes,2017-03-01,PreCovid,5,5.0,"[[night, particularli, 0], [day, good, 4], [day, 'alway good', 4], [day, whole, 4]]",3.0,0.5333333333333333,,,1.0,0.0,,,,
5339,merphile,2017-01-01,PreCovid,5,5.0,"[[pool, best, 2], [pool, singapor, 2]]",,,,,,,2.0,0.5,,
5340,good_ants,2016-05-01,PreCovid,5,5.0,"[[pool, nice, 2]]",,,,,,,1.0,0.6,,
5341,englishvisitors,2017-04-01,PreCovid,5,2.0,"[[hotel, interior, 1], [hotel, huge, 1]]",,,2.0,0.20000000000000004,,,,,,
5342,rockinroad,2017-02-01,PreCovid,5,5.0,"[[ask, great, 4], [view, nice, 0], [view, great, 0]]",1.0,0.8,,,2.0,0.7,,,,
5343,r0bfnyc,2017-04-01,PreCovid,5,1.0,"[[book, notic, 4]]",1.0,0.0,,,,,,,,
5344,Paradise610802,2017-04-01,PreCovid,5,4.0,[],,,,,,,,,,
5345,LuxeTravelBug,2016-12-01,PreCovid,5,4.0,"[[room, previous, 2], [room, exterior, 2]]",,,,,,,2.0,-0.08333333333333333,,
5346,DerekFGuadalajara,2017-01-01,PreCovid,5,5.0,"[[singapor, rememb, 0]]",,,,,1.0,0.0,,,,
5347,Lisa G,2017-04-01,PreCovid,5,5.0,[],,,,,,,,,,
5348,teresa18,2017-03-01,PreCovid,5,5.0,"[[check, singapor, 4], [help, perfect, 3], [stay, singapor, 0]]",1.0,0.0,,,1.0,0.0,,,1.0,1.0
5349,DrammenDrammen,2017-03-01,PreCovid,5,3.0,"[[staff, clean, 0], [room, new, 2], [night, first, 0]]",,,,,2.0,0.30833333333333335,1.0,0.13636363636363635,,
5350,Erica P,2017-03-01,PreCovid,5,5.0,"[[floor, lower, 2], [visit, next, 0]]",,,,,1.0,0.0,1.0,0.0,,
5351,toto1708,2016-07-01,PreCovid,5,5.0,"[[staff, final, 0], [room, 'still prepar', 2], [visit, next, 0]]",,,,,2.0,0.0,1.0,0.0,,
5352,Twotanks,2017-03-01,PreCovid,5,4.0,"[[time, short, 4]]",1.0,0.0,,,,,,,,
5353,PSBOutWest,2017-03-01,PreCovid,5,5.0,[],,,,,,,,,,
5354,Sue R,2017-03-01,PreCovid,5,5.0,"[[restaur, full, 1], [room, hottest, 2], [room, interior, 2]]",,,1.0,0.35,,,2.0,0.0,,
5355,Wayne G,2017-03-01,PreCovid,5,4.0,"[[hotel, servic, 1], [room, regal, 2]]",,,1.0,0.0,,,1.0,0.0,,
5356,GRJ61,2017-03-01,PreCovid,5,5.0,"[[night, late, 0], [view, great, 0], [time, right, 4]]",1.0,0.2857142857142857,,,2.0,0.25,,,,
5357,joellena,2017-02-01,PreCovid,5,5.0,"[[room, pleasant, 2], [room, nice, 2], [floor, top, 2], [restaur, good, 1]]",,,1.0,0.7,,,3.0,0.611111111111111,,
5358,ktrannie,2017-03-01,PreCovid,5,4.0,"[[club, strait, 0], [restaur, banal, 1]]",,,1.0,-0.3,1.0,0.0,,,,
5359,RGBez,2017-03-01,PreCovid,5,4.0,"[[bed, best, 2]]",,,,,,,1.0,1.0,,
5360,Subra01,2017-03-01,PreCovid,5,5.0,"[[visit, singapor, 0]]",,,,,1.0,0.0,,,,
5361,Craig R,2017-03-01,PreCovid,5,4.0,[],,,,,,,,,,
5362,travelbdg,2017-03-01,PreCovid,5,1.0,"[[time, first, 4]]",1.0,0.25,,,,,,,,
5363,Conny V,2017-03-01,PreCovid,5,5.0,"[[hotel, perfect, 1]]",,,1.0,1.0,,,,,,
5364,Chris M,2017-03-01,PreCovid,5,5.0,"[[hotel, colleagu, 1], [bathroom, 'well pillow', 2], [thank, happier, 3]]",,,1.0,0.0,,,1.0,0.0,1.0,0.0
5365,TheJensJourney,2016-11-01,PreCovid,5,5.0,[],,,,,,,,,,
5366,Romeo S,2017-03-01,PreCovid,5,1.0,"[[room, final, 2]]",,,,,,,1.0,0.0,,
5367,garret c,2017-03-01,PreCovid,5,5.0,"[[room, ideal, 2]]",,,,,,,1.0,0.9,,
5368,Myles na Gopaleen,2016-07-01,PreCovid,5,5.0,"[[night, sever, 0]]",,,,,1.0,0.0,,,,
5369,King_of_HK,2017-03-01,PreCovid,5,1.0,"[[check, first, 4], [room, late, 2]]",1.0,0.25,,,,,1.0,-0.3,,
